model,topic_id,is_outlier,name,document_count,top_terms,term_weights
bertopic_en,34,False,34_walk_walked_step_walking,43,"walk, walked, step, walking, stairs, slowly, slow, walks, down, went",walk:0.214768; walked:0.105845; step:0.075612; walking:0.062656; stairs:0.040525; slowly:0.040332; slow:0.037806; walks:0.037806; down:0.03662; went:0.033235
bertopic_en,35,False,35_married_wife_marry_divorce,42,"married, wife, marry, divorce, getting, got, she, husband, lover, spouse",married:0.197576; wife:0.097949; marry:0.07935; divorce:0.039445; getting:0.037871; got:0.03439; she:0.023076; husband:0.022757; lover:0.022664; spouse:0.022664
bertopic_en,36,False,36_met_who_since_each,42,"met, who, since, each, whose, captors, actor, other, him, marriage",met:0.152204; who:0.059696; since:0.051824; each:0.046712; whose:0.034549; captors:0.031013; actor:0.031013; other:0.029109; him:0.027293; marriage:0.026989
bertopic_en,37,False,37_swim_swam_swimming_sea,42,"swim, swam, swimming, sea, pool, swims, drowned, boy, aquarius, farther",swim:0.267256; swam:0.113458; swimming:0.108668; sea:0.050456; pool:0.04936; swims:0.04936; drowned:0.045076; boy:0.035833; aquarius:0.02836; farther:0.02836
bertopic_en,38,False,38_help_helped_rely_please,41,"help, helped, rely, please, helps, helping, me, ask, little, impossible",help:0.339708; helped:0.057459; rely:0.036324; please:0.032118; helps:0.03161; helping:0.028867; me:0.025627; ask:0.024263; little:0.023465; impossible:0.022316
bertopic_en,39,False,39_like_thought_hate_hated,41,"like, thought, hate, hated, staring, awesome, does, won, honest, likes",like:0.115907; thought:0.048586; hate:0.036024; hated:0.032337; staring:0.032337; awesome:0.028141; does:0.025707; won:0.025088; honest:0.023975; likes:0.023836
bertopic_en,40,False,40_start_let_started_try,40,"start, let, started, try, rest, bounce, investigate, begin, shady, oy",start:0.195626; let:0.156058; started:0.064782; try:0.051869; rest:0.036316; bounce:0.034437; investigate:0.034437; begin:0.034437; shady:0.034437; oy:0.034437
bertopic_en,41,False,41_smoke_smoking_cigarette_stop,40,"smoke, smoking, cigarette, stop, gambling, doctor, fire, anymore, tobacco, forbid",smoke:0.239191; smoking:0.210922; cigarette:0.086891; stop:0.076613; gambling:0.04657; doctor:0.034753; fire:0.031731; anymore:0.030048; tobacco:0.0293; forbid:0.0293
bertopic_en,42,False,42_lying_fool_lied_lie,40,"lying, fool, lied, lie, liar, telling, liars, accused, swore, sam",lying:0.164619; fool:0.16026; lied:0.16026; lie:0.15052; liar:0.058791; telling:0.045046; liars:0.033779; accused:0.033779; swore:0.033779; sam:0.033779
bertopic_en,43,False,43_love_loved_loves_poets,38,"love, loved, loves, poets, says, forever, appreciate, ditto, lovers, describe",love:0.221992; loved:0.092568; loves:0.073203; poets:0.048326; says:0.041821; forever:0.038886; appreciate:0.027766; ditto:0.027766; lovers:0.024163; describe:0.024163
bertopic_en,44,False,44_wash_hands_dishes_clothes,37,"wash, hands, dishes, clothes, ironed, stains, washed, laundry, gloves, hung",wash:0.22199; hands:0.087843; dishes:0.077771; clothes:0.068133; ironed:0.048326; stains:0.048326; washed:0.048326; laundry:0.048326; gloves:0.048326; hung:0.048326
bertopic_en,45,False,45_drug_hospital_doctors_patient,37,"drug, hospital, doctors, patient, drugs, medicine, doctor, save, nurse, grandfather",drug:0.08073; hospital:0.07706; doctors:0.06838; patient:0.054973; drugs:0.054973; medicine:0.042497; doctor:0.041023; save:0.03419; nurse:0.029451; grandfather:0.026474
bertopic_en,46,False,46_crazy_stupid_smart_disgusting,37,"crazy, stupid, smart, disgusting, kid, suzan, treat, flirting, re, really",crazy:0.23284; stupid:0.118159; smart:0.107832; disgusting:0.08987; kid:0.048167; suzan:0.030305; treat:0.030305; flirting:0.030305; re:0.029365; really:0.028325
bertopic_en,47,False,47_happy_satisfied_seem_happiness,37,"happy, satisfied, seem, happiness, mothers, smiling, esperantists, condition, despite, current",happy:0.235509; satisfied:0.050549; seem:0.038846; happiness:0.026385; mothers:0.026385; smiling:0.026385; esperantists:0.026385; condition:0.022961; despite:0.022961; current:0.022961
bertopic_en,48,False,48_knows_know_already_everyone,37,"knows, know, already, everyone, knowing, honestly, means, really, meaning, guess",knows:0.176855; know:0.108514; already:0.046839; everyone:0.046339; knowing:0.040795; honestly:0.035501; means:0.03242; really:0.030504; meaning:0.030245; guess:0.028566
bertopic_en,49,False,49_stars_laniakea_centauri_galaxy,36,"stars, laniakea, centauri, galaxy, alpha, star, comet, bb, sky, province",stars:0.094376; laniakea:0.090434; centauri:0.075743; galaxy:0.075743; alpha:0.075743; star:0.070338; comet:0.040395; bb:0.040395; sky:0.038305; province:0.033892
bertopic_en,50,False,50_work_job_pleasure_hard,36,"work, job, pleasure, hard, working, interview, hired, hardworking, apply, metro",work:0.137913; job:0.118339; pleasure:0.051566; hard:0.035683; working:0.035141; interview:0.029627; hired:0.029627; hardworking:0.029627; apply:0.029627; metro:0.029627
bertopic_en,51,False,51_hair_shaved_cut_haircut,36,"hair, shaved, cut, haircut, armpits, short, dye, long, bald, frizz",hair:0.259779; shaved:0.106102; cut:0.104108; haircut:0.08987; armpits:0.052744; short:0.052192; dye:0.048167; long:0.040829; bald:0.030305; frizz:0.030305
bertopic_en,52,False,52_religion_robots_science_muslim,36,"religion, robots, science, muslim, scientific, religious, nor, religions, art, imagination",religion:0.143734; robots:0.056696; science:0.04065; muslim:0.03523; scientific:0.032172; religious:0.030014; nor:0.030014; religions:0.028348; art:0.026993; imagination:0.023241
bertopic_en,53,False,53_coffee_drink_cup_having,36,"coffee, drink, cup, having, cafe, products, francis, bicolano, derek, smoked",coffee:0.365418; drink:0.090253; cup:0.060098; having:0.034738; cafe:0.033779; products:0.033779; francis:0.033779; bicolano:0.033779; derek:0.029396; smoked:0.029396
bertopic_en,54,False,54_understand_understands_understood_understanding,35,"understand, understands, understood, understanding, couldn, explanation, quite, meaning, explain, don",understand:0.336658; understands:0.073626; understood:0.03843; understanding:0.03843; couldn:0.035429; explanation:0.033443; quite:0.030541; meaning:0.028491; explain:0.028491; don:0.027203
bertopic_en,55,False,55_friend_friends_best_friendship,35,"friend, friends, best, friendship, peter, roberts, lucy, bob, members, enemy",friend:0.214686; friends:0.208526; best:0.075571; friendship:0.060725; peter:0.048863; roberts:0.03489; lucy:0.03489; bob:0.030363; members:0.030363; enemy:0.024431
bertopic_en,56,False,56_piano_guitar_plays_play,35,"piano, guitar, plays, play, musician, pianist, music, playing, ukulele, learn",piano:0.148917; guitar:0.123949; plays:0.106242; play:0.089845; musician:0.08073; pianist:0.068716; music:0.053121; playing:0.051279; ukulele:0.050164; learn:0.035824
bertopic_en,57,False,57_want_what_wants_anything,34,"want, what, wants, anything, server, conditions, else, need, unnecessary, necessary",want:0.06159; what:0.048304; wants:0.046575; anything:0.041834; server:0.036829; conditions:0.036829; else:0.033953; need:0.033155; unnecessary:0.032049; necessary:0.025789
bertopic_en,58,False,58_here_why_there_too,34,"here, why, there, too, wondered, line, hit, wasn, others, where",here:0.083512; why:0.060192; there:0.049477; too:0.048213; wondered:0.035776; line:0.030479; hit:0.024381; wasn:0.023601; others:0.022899; where:0.021995
bertopic_en,59,False,59_pen_pencil_pens_ink,34,"pen, pencil, pens, ink, draw, borrow, lend, whose, needle, stamps",pen:0.244723; pencil:0.136004; pens:0.059168; ink:0.054033; draw:0.054033; borrow:0.050408; lend:0.04761; whose:0.037871; needle:0.033996; stamps:0.033996
bertopic_en,60,False,60_bananas_banana_ripe_polboron,33,"bananas, banana, ripe, polboron, fried, barkilyos, eats, stella, marita, liked",bananas:0.323665; banana:0.226832; ripe:0.096517; polboron:0.090042; fried:0.076156; barkilyos:0.060028; eats:0.04256; stella:0.040483; marita:0.040483; liked:0.040483
bertopic_en,61,False,61_happened_happen_happening_what,32,"happened, happen, happening, what, embarrassing, incident, unexpected, nothing, going, something",happened:0.281785; happen:0.095325; happening:0.053578; what:0.052695; embarrassing:0.040177; incident:0.040177; unexpected:0.040177; nothing:0.038107; going:0.038107; something:0.036578
bertopic_en,62,False,62_trees_castle_sinigwelas_tamarisk,32,"trees, castle, sinigwelas, tamarisk, fountain, next, there, grounds, by, hill",trees:0.168391; castle:0.118247; sinigwelas:0.117097; tamarisk:0.091183; fountain:0.057132; next:0.047642; there:0.041425; grounds:0.040801; by:0.037742; hill:0.035129
bertopic_en,63,False,63_war_soldiers_soldier_defending,32,"war, soldiers, soldier, defending, country, place, martial, law, battle, waiting",war:0.148557; soldiers:0.077366; soldier:0.052682; defending:0.052682; country:0.043051; place:0.042445; martial:0.038459; law:0.032765; battle:0.032765; waiting:0.031834
bertopic_en,64,False,64_biko_buko_eats_og,32,"biko, buko, eats, og, kare, eating, tamales, pay, bangus, snack",biko:0.134421; buko:0.12696; eats:0.095305; og:0.083541; kare:0.078891; eating:0.07794; tamales:0.072044; pay:0.068271; bangus:0.06348; snack:0.060446
bertopic_en,65,False,65_teacher_student_teaching_diligent,31,"teacher, student, teaching, diligent, chemistry, mathematics, weak, university, teaches, indian",teacher:0.098563; student:0.072226; teaching:0.067113; diligent:0.055604; chemistry:0.055604; mathematics:0.050778; weak:0.042604; university:0.036681; teaches:0.036681; indian:0.031948
bertopic_en,66,False,66_sleep_rest_should_insomnia,31,"sleep, rest, should, insomnia, snoozing, snooze, going, while, want, time",sleep:0.340918; rest:0.088074; should:0.047869; insomnia:0.041758; snoozing:0.041758; snooze:0.041758; going:0.039607; while:0.039278; want:0.034917; time:0.032633
bertopic_en,67,False,67_name_ludwig_names_wang,30,"name, ludwig, names, wang, hisashi, fourth, shit, who, write, line",name:0.218605; ludwig:0.062791; names:0.062791; wang:0.036077; hisashi:0.036077; fourth:0.031395; shit:0.031395; who:0.030192; write:0.029894; line:0.026747
bertopic_en,68,False,68_letter_letters_envelope_alphabet,29,"letter, letters, envelope, alphabet, address, writes, reads, sent, wrote, read",letter:0.169757; letters:0.102349; envelope:0.048326; alphabet:0.048326; address:0.048326; writes:0.044132; reads:0.041171; sent:0.038886; wrote:0.036968; read:0.034748
bertopic_en,69,False,69_adil_kazakh_kazakhstan_soviet,29,"adil, kazakh, kazakhstan, soviet, russian, era, music, soccer, during, western",adil:0.194057; kazakh:0.086599; kazakhstan:0.086599; soviet:0.072166; russian:0.070327; era:0.045472; music:0.039895; soccer:0.034405; during:0.033391; western:0.032097
bertopic_en,70,False,70_singing_sing_sang_song,29,"singing, sing, sang, song, voice, unison, album, carol, raise, heard",singing:0.273515; sing:0.25371; sang:0.13754; song:0.08457; voice:0.072812; unison:0.049105; album:0.049105; carol:0.042733; raise:0.042733; heard:0.042068
bertopic_en,71,False,71_train_catch_station_yokohama,29,"train, catch, station, yokohama, clock, arrived, arrive, hurry, continue, carriages",train:0.254486; catch:0.058206; station:0.056585; yokohama:0.045469; clock:0.035437; arrived:0.034783; arrive:0.029995; hurry:0.028292; continue:0.026125; carriages:0.026125
bertopic_en,72,False,72_universe_astronomy_space_copernicus,29,"universe, astronomy, space, copernicus, modern, nicolaus, university, earth, exobiology, science",universe:0.105993; astronomy:0.096358; space:0.047042; copernicus:0.044678; modern:0.032616; nicolaus:0.032616; university:0.032274; earth:0.031314; exobiology:0.029785; science:0.028225
bertopic_en,73,False,73_vote_election_candidate_elected,28,"vote, election, candidate, elected, chosen, appointed, leaders, leader, voted, cheated",vote:0.168139; election:0.111541; candidate:0.10535; elected:0.089672; chosen:0.089672; appointed:0.065463; leaders:0.065463; leader:0.065463; voted:0.065463; cheated:0.050158
bertopic_en,74,False,74_human_men_woman_greeks,28,"human, men, woman, greeks, mortal, women, evolving, depressed, apes, becoming",human:0.10256; men:0.077461; woman:0.076445; greeks:0.054942; mortal:0.050174; women:0.046477; evolving:0.031567; depressed:0.031567; apes:0.031567; becoming:0.031567
bertopic_en,75,False,75_old_years_young_younger,28,"old, years, young, younger, older, fifteen, am, eighteen, age, sixty",old:0.146944; years:0.090182; young:0.078472; younger:0.060208; older:0.059922; fifteen:0.056169; am:0.043664; eighteen:0.037881; age:0.034923; sixty:0.032965
bertopic_en,76,False,76_car_cars_buy_new,28,"car, cars, buy, new, washes, admired, nearby, cheaper, selling, business",car:0.236908; cars:0.050525; buy:0.049331; new:0.044235; washes:0.036077; admired:0.036077; nearby:0.031395; cheaper:0.026747; selling:0.026747; business:0.026747
bertopic_en,77,False,77_bird_birds_cage_south,28,"bird, birds, cage, south, search, sings, turkey, park, delusional, illusionist",bird:0.216384; birds:0.141117; cage:0.110523; south:0.066314; search:0.054942; sings:0.046807; turkey:0.046807; park:0.034187; delusional:0.031567; illusionist:0.031567
bertopic_en,78,False,78_listen_listened_radio_listening,28,"listen, listened, radio, listening, listens, carefully, podcast, rarely, thanks, power",listen:0.220898; listened:0.188169; radio:0.182151; listening:0.134421; listens:0.108067; carefully:0.067211; podcast:0.045327; rarely:0.039445; thanks:0.03174; power:0.030223
bertopic_en,79,False,79_drive_driving_drove_driver,28,"drive, driving, drove, driver, sleepy, car, ford, motorcycle, steering, drives",drive:0.360406; driving:0.11091; drove:0.103469; driver:0.06515; sleepy:0.06515; car:0.058747; ford:0.04652; motorcycle:0.040484; steering:0.040484; drives:0.03697
bertopic_en,80,False,80_shoes_heels_wearing_stink,27,"shoes, heels, wearing, stink, feet, pair, wear, smell, slippers, stench",shoes:0.215916; heels:0.139608; wearing:0.123019; stink:0.095066; feet:0.09459; pair:0.0694; wear:0.050929; smell:0.050929; slippers:0.039874; stench:0.039874
bertopic_en,81,False,81_kitchen_messing_mhel_busy,27,"kitchen, messing, mhel, busy, randy, around, into, katrina, shaking, ramon",kitchen:0.20283; messing:0.102793; mhel:0.092447; busy:0.066408; randy:0.055093; around:0.054024; into:0.043083; katrina:0.034662; shaking:0.034662; ramon:0.034662
bertopic_en,82,False,82_good_hello_evening_morning,27,"good, hello, evening, morning, great, day, excellent, hiziel, indeed, holmes",good:0.199079; hello:0.180774; evening:0.170739; morning:0.085386; great:0.072301; day:0.065702; excellent:0.060958; hiziel:0.060958; indeed:0.060958; holmes:0.060958
bertopic_en,83,False,83_buddhism_buddhist_barsoom_buddhists,27,"buddhism, buddhist, barsoom, buddhists, religions, became, chariot, buddha, thailand, royal",buddhism:0.132984; buddhist:0.108248; barsoom:0.083115; buddhists:0.064509; religions:0.05684; became:0.053116; chariot:0.047093; buddha:0.047093; thailand:0.047093; royal:0.043006
bertopic_en,84,False,84_mine_bag_yours_doll,27,"mine, bag, yours, doll, shopping, bags, which, ours, send, mother",mine:0.17053; bag:0.160234; yours:0.137525; doll:0.060878; shopping:0.047077; bags:0.04347; which:0.040076; ours:0.037829; send:0.037829; mother:0.02972
bertopic_en,85,False,85_father_son_mother_bitch,27,"father, son, mother, bitch, ihele, my, doubts, your, dad, idea",father:0.194239; son:0.121697; mother:0.064746; bitch:0.047351; ihele:0.047351; my:0.044003; doubts:0.041206; your:0.033595; dad:0.027183; idea:0.027183
bertopic_en,86,False,86_arrogant_handsome_cruel_better,26,"arrogant, handsome, cruel, better, person, funny, reliable, respected, superior, confidence",arrogant:0.125459; handsome:0.062366; cruel:0.062366; better:0.056679; person:0.053541; funny:0.047785; reliable:0.035833; respected:0.035833; superior:0.035833; confidence:0.035833
bertopic_en,87,False,87_tall_finger_taller_index,26,"tall, finger, taller, index, shorter, ring, tallest, short, strong, than",tall:0.194849; finger:0.118834; taller:0.089126; index:0.073842; shorter:0.067433; ring:0.062909; tallest:0.062909; short:0.048712; strong:0.045947; than:0.045611
bertopic_en,88,False,88_laughed_laugh_laughing_laughter,26,"laughed, laugh, laughing, laughter, group, contagious, oswaldo, joked, laughs, distance",laughed:0.371524; laugh:0.265194; laughing:0.147021; laughter:0.107328; group:0.061666; contagious:0.061666; oswaldo:0.061666; joked:0.061666; laughs:0.053664; distance:0.049007
bertopic_en,89,False,89_glass_rim_oblong_large,26,"glass, rim, oblong, large, colored, round, edge, gray, brown, green",glass:0.228875; rim:0.200207; oblong:0.109647; large:0.070577; colored:0.069031; round:0.065551; edge:0.060787; gray:0.041418; brown:0.035973; green:0.035882
bertopic_en,90,False,90_richer_sad_their_they,26,"richer, sad, their, they, because, thoughts, western, president, poor, rich",richer:0.052032; sad:0.048429; their:0.042775; they:0.041785; because:0.038158; thoughts:0.037985; western:0.032361; president:0.029104; poor:0.027875; rich:0.027126
bertopic_en,91,False,91_her_tells_wonders_pretended,26,"her, tells, wonders, pretended, switched, seats, jody, kathy, wherever, grabbed",her:0.160801; tells:0.044761; wonders:0.033565; pretended:0.033565; switched:0.033565; seats:0.033565; jody:0.033565; kathy:0.033565; wherever:0.02921; grabbed:0.02921
bertopic_en,92,False,92_door_open_close_knocking,26,"door, open, close, knocking, someone, appeared, lock, zipper, eyes, please",door:0.331253; open:0.201927; close:0.100997; knocking:0.093658; someone:0.04127; appeared:0.039284; lock:0.039284; zipper:0.039284; eyes:0.03695; please:0.034736
bertopic_en,93,False,93_fly_pigeons_castle_parrots,25,"fly, pigeons, castle, parrots, many, crows, over, hill, flying, court",fly:0.194143; pigeons:0.155472; castle:0.139493; parrots:0.137183; many:0.109999; crows:0.089127; over:0.062432; hill:0.048071; flying:0.044153; court:0.041388
bertopic_en,94,False,94_sun_hot_summer_lights,25,"sun, hot, summer, lights, weren, heat, expose, malakas, maganda, brightly",sun:0.18913; hot:0.066608; summer:0.061893; lights:0.046829; weren:0.046829; heat:0.043687; expose:0.029463; malakas:0.029463; maganda:0.029463; brightly:0.029463
bertopic_en,95,False,95_building_built_buildings_invented,25,"building, built, buildings, invented, church, famous, north, original, spaniards, taj",building:0.172833; built:0.088595; buildings:0.065002; invented:0.055378; church:0.044297; famous:0.039385; north:0.037347; original:0.037347; spaniards:0.037347; taj:0.037347
bertopic_en,96,False,96_esmeraldo_delicious_esmeralda_espasol,25,"esmeraldo, delicious, esmeralda, espasol, sari, halaa, kondol, specialty, liliana, caldereta",esmeraldo:0.320814; delicious:0.273501; esmeralda:0.170763; espasol:0.132147; sari:0.077565; halaa:0.044566; kondol:0.044566; specialty:0.044566; liliana:0.044566; caldereta:0.044566
