model,topic_id,is_outlier,name,document_count,top_terms,term_weights
bertopic_tri,18,False,18_guni_imagination_utok_handurawan,59,"guni, imagination, utok, handurawan, life, buhay, mind, hunahuna, normal, brain",guni:0.076129; imagination:0.040837; utok:0.032411; handurawan:0.032411; life:0.031387; buhay:0.030996; mind:0.030838; hunahuna:0.029256; normal:0.029177; brain:0.027901
bertopic_tri,19,False,19_hapon_japan_japanese_tokyo,57,"hapon, japan, japanese, tokyo, kyoto, bansang, hapones, wiener, weena, layo",hapon:0.109571; japan:0.085564; japanese:0.076133; tokyo:0.069109; kyoto:0.065758; bansang:0.04062; hapones:0.037168; wiener:0.028304; weena:0.027344; layo:0.027238
bertopic_tri,20,False,20_telepono_call_phone_tawagan,54,"telepono, call, phone, tawagan, tumawag, selpon, tawagi, tatawagan, calling, cellphone",telepono:0.159715; call:0.133482; phone:0.122781; tawagan:0.113782; tumawag:0.067983; selpon:0.062775; tawagi:0.062775; tatawagan:0.060316; calling:0.050263; cellphone:0.045627
bertopic_tri,21,False,21_trabaho_work_opisina_job,54,"trabaho, work, opisina, job, magtrabaho, office, tarbaho, nagtrabaho, bark, nagtatrabaho",trabaho:0.138941; work:0.114678; opisina:0.079265; job:0.078379; magtrabaho:0.050642; office:0.0466; tarbaho:0.04642; nagtrabaho:0.037999; bark:0.034784; nagtatrabaho:0.028938
bertopic_tri,22,False,22_pranses_french_pransiya_speak,54,"pranses, french, pransiya, speak, wikang, sinultian, pransya, nagsasalita, france, magsalita",pranses:0.219885; french:0.161732; pransiya:0.055014; speak:0.054669; wikang:0.049415; sinultian:0.042667; pransya:0.042173; nagsasalita:0.040851; france:0.03416; magsalita:0.024028
bertopic_tri,23,False,23_swim_lumangoy_lawa_barko,54,"swim, lumangoy, lawa, barko, lumalangoy, molangoy, salom, lake, nagalangoy, ship",swim:0.136299; lumangoy:0.130103; lawa:0.070146; barko:0.064746; lumalangoy:0.060316; molangoy:0.058387; salom:0.058387; lake:0.050364; nagalangoy:0.046567; ship:0.04612
bertopic_tri,24,False,24_old_edad_matanda_tigulang,52,"old, edad, matanda, tigulang, age, years, taon, bata, edaran, gulang",old:0.122661; edad:0.086905; matanda:0.075226; tigulang:0.065301; age:0.050499; years:0.039869; taon:0.038396; bata:0.037545; edaran:0.037532; gulang:0.03603
bertopic_tri,25,False,25_naghintay_waited_wait_naghulat,52,"naghintay, waited, wait, naghulat, maghulat, maghintay, waiting, naghuwat, hinihintay, hulat",naghintay:0.162378; waited:0.157902; wait:0.141743; naghulat:0.116291; maghulat:0.097849; maghintay:0.088064; waiting:0.074001; naghuwat:0.048609; hinihintay:0.048609; hulat:0.044056
bertopic_tri,26,False,26_home_bahay_balay_umuwi,51,"home, bahay, balay, umuwi, muuli, go, nakamura, muoli, pauli, ok",home:0.191444; bahay:0.100372; balay:0.094899; umuwi:0.093567; muuli:0.048888; go:0.042739; nakamura:0.034064; muoli:0.034064; pauli:0.032096; ok:0.029333
bertopic_tri,27,False,27_eats_kumakain_nagakaon_chuck,50,"eats, kumakain, nagakaon, chuck, kaon, tosilog, buko, halo, ate, komedor",eats:0.111451; kumakain:0.108269; nagakaon:0.101722; chuck:0.077789; kaon:0.061233; tosilog:0.058696; buko:0.053774; halo:0.04633; ate:0.043935; komedor:0.04174
bertopic_tri,28,False,28_ulan_rain_umulan_rained,49,"ulan, rain, umulan, rained, raining, umuulan, uulan, kusog, niulan, baha",ulan:0.162075; rain:0.117762; umulan:0.101965; rained:0.097057; raining:0.074067; umuulan:0.074067; uulan:0.06666; kusog:0.053727; niulan:0.051659; baha:0.041513
bertopic_tri,29,False,29_buhaton_gawin_magagawa_mabuhat,48,"buhaton, gawin, magagawa, mabuhat, can, himuon, martilyo, desperado, makaya, that",buhaton:0.12199; gawin:0.102693; magagawa:0.083268; mabuhat:0.06588; can:0.04908; himuon:0.039047; martilyo:0.03106; desperado:0.027058; makaya:0.027058; that:0.024092
bertopic_tri,30,False,30_nahitabo_nangyari_happened_happen,47,"nahitabo, nangyari, happened, happen, nangyayari, mahitabo, happens, what, mangyayari, link",nahitabo:0.19573; nangyari:0.176371; happened:0.164788; happen:0.087356; nangyayari:0.082166; mahitabo:0.052335; happens:0.048888; what:0.046018; mangyayari:0.043125; link:0.04258
bertopic_tri,31,False,31_afraid_takot_nahadlok_hadlok,45,"afraid, takot, nahadlok, hadlok, tribo, panganib, scared, nervous, ligtas, luwas",afraid:0.140232; takot:0.133914; nahadlok:0.104288; hadlok:0.087962; tribo:0.05854; panganib:0.0535; scared:0.0535; nervous:0.048489; ligtas:0.046597; luwas:0.046597
bertopic_tri,32,False,32_iring_pusa_cat_cats,44,"iring, pusa, cat, cats, pusang, gizmo, lukas, itom, kamalasan, itim",iring:0.204273; pusa:0.182055; cat:0.160762; cats:0.091519; pusang:0.0535; gizmo:0.031065; lukas:0.031065; itom:0.029326; kamalasan:0.02927; itim:0.027972
bertopic_tri,33,False,33_tsokolate_chocolate_tammy_cream,44,"tsokolate, chocolate, tammy, cream, ayskrim, tsokolateriya, ice, tsokolateng, shop, dennis",tsokolate:0.147613; chocolate:0.126601; tammy:0.086104; cream:0.081607; ayskrim:0.073317; tsokolateriya:0.0688; ice:0.064876; tsokolateng:0.061973; shop:0.057403; dennis:0.043623
bertopic_tri,34,False,34_sun_langit_init_araw,44,"sun, langit, init, araw, sky, adlaw, ulap, hot, clouds, maulap",sun:0.103779; langit:0.096791; init:0.061897; araw:0.060874; sky:0.059141; adlaw:0.058644; ulap:0.055998; hot:0.045999; clouds:0.039693; maulap:0.031594
bertopic_tri,35,False,35_know_alam_malaman_knows,43,"know, alam, malaman, knows, secret, sikreto, kabalo, nakahibalo, ewan, ambot",know:0.100297; alam:0.086319; malaman:0.080508; knows:0.080386; secret:0.073855; sikreto:0.060707; kabalo:0.056675; nakahibalo:0.050235; ewan:0.042066; ambot:0.042066
bertopic_tri,36,False,36_rich_mayaman_money_pera,43,"rich, mayaman, money, pera, adunahan, datu, kwarta, dato, platinum, milyonaryo",rich:0.135993; mayaman:0.089512; money:0.067619; pera:0.063323; adunahan:0.059406; datu:0.056137; kwarta:0.050918; dato:0.045622; platinum:0.036952; milyonaryo:0.036952
bertopic_tri,37,False,37_keyk_cake_mango_salas,41,"keyk, cake, mango, salas, muna, ube, mangga, living, nagbuhat, making",keyk:0.267726; cake:0.20813; mango:0.055109; salas:0.051776; muna:0.049173; ube:0.047816; mangga:0.045261; living:0.043684; nagbuhat:0.039824; making:0.037879
bertopic_tri,38,False,38_married_asawa_kasal_minyo,41,"married, asawa, kasal, minyo, wife, ikinasal, husband, ikakasal, gikasal, anne",married:0.137276; asawa:0.123338; kasal:0.107627; minyo:0.059441; wife:0.054741; ikinasal:0.051368; husband:0.048668; ikakasal:0.035792; gikasal:0.035792; anne:0.035792
bertopic_tri,39,False,39_laughed_tumawa_tumatawa_katawa,40,"laughed, tumawa, tumatawa, katawa, laugh, nikatawa, ngumiti, kumindat, winked, laughing",laughed:0.183774; tumawa:0.163831; tumatawa:0.110278; katawa:0.105802; laugh:0.098763; nikatawa:0.092616; ngumiti:0.088911; kumindat:0.088223; winked:0.088223; laughing:0.07372
bertopic_tri,40,False,40_asul_blue_bughaw_color,40,"asul, blue, bughaw, color, kolor, kulay, panuos, puti, pula, pumili",asul:0.151334; blue:0.146691; bughaw:0.142972; color:0.124783; kolor:0.098037; kulay:0.096554; panuos:0.080312; puti:0.073906; pula:0.061272; pumili:0.0518
bertopic_tri,41,False,41_tama_alangan_siyempre_course,40,"tama, alangan, siyempre, course, right, tan, sagot, makatotohanan, realistic, tubag",tama:0.15318; alangan:0.108865; siyempre:0.099491; course:0.095941; right:0.075921; tan:0.066274; sagot:0.065822; makatotohanan:0.062483; realistic:0.062483; tubag:0.058913
bertopic_tri,42,False,42_follow_sundan_ali_ahead,40,"follow, sundan, ali, ahead, come, halika, sundi, sunda, ekkantu, forward",follow:0.233396; sundan:0.205593; ali:0.136715; ahead:0.132343; come:0.131275; halika:0.109372; sundi:0.098785; sunda:0.093079; ekkantu:0.071231; forward:0.071231
bertopic_tri,43,False,43_relihiyon_religion_budismo_budista,40,"relihiyon, religion, budismo, budista, buddhism, religions, relihiyong, buddhist, relihiyoso, taylandiya",relihiyon:0.214773; religion:0.125923; budismo:0.115138; budista:0.091895; buddhism:0.06935; religions:0.048397; relihiyong:0.048397; buddhist:0.046433; relihiyoso:0.037146; taylandiya:0.032353
bertopic_tri,44,False,44_money_pera_kwarta_utang,39,"money, pera, kwarta, utang, salapi, ps, brid, dolyar, milyon, magkano",money:0.184378; pera:0.181208; kwarta:0.169211; utang:0.063893; salapi:0.048294; ps:0.040933; brid:0.040933; dolyar:0.04043; milyon:0.031946; magkano:0.030322
bertopic_tri,45,False,45_pagkaon_pagkain_eat_food,39,"pagkaon, pagkain, eat, food, kumain, mukaon, gana, makakain, gutom, nilo",pagkaon:0.095025; pagkain:0.079068; eat:0.074731; food:0.070469; kumain:0.05236; mukaon:0.05077; gana:0.048332; makakain:0.048332; gutom:0.046547; nilo:0.042096
bertopic_tri,46,False,46_buhok_hair_ahit_cut,38,"buhok, hair, ahit, cut, gupit, haircut, shaved, judy, untong, hinay",buhok:0.301247; hair:0.191509; ahit:0.057574; cut:0.051364; gupit:0.048353; haircut:0.048353; shaved:0.046059; judy:0.038488; untong:0.033142; hinay:0.030639
bertopic_tri,47,False,47_kaibigan_amigo_friends_friend,38,"kaibigan, amigo, friends, friend, higala, matalik, suod, lucy, magkaibigan, miyembro",kaibigan:0.188031; amigo:0.166612; friends:0.15476; friend:0.142712; higala:0.10824; matalik:0.054731; suod:0.050635; lucy:0.045734; magkaibigan:0.045734; miyembro:0.045734
bertopic_tri,48,False,48_tren_bus_train_istasyon,38,"tren, bus, train, istasyon, station, maabutan, catch, yokohama, chicago, hurry",tren:0.241681; bus:0.173543; train:0.154806; istasyon:0.079286; station:0.056734; maabutan:0.0336; catch:0.033187; yokohama:0.028934; chicago:0.026224; hurry:0.024314
bertopic_tri,49,False,49_punoan_trees_sinigwelas_kastilyo,37,"punoan, trees, sinigwelas, kastilyo, puno, castle, tabi, tapad, sinegwelas, adunay",punoan:0.110436; trees:0.105406; sinigwelas:0.104162; kastilyo:0.100975; puno:0.079125; castle:0.076195; tabi:0.067617; tapad:0.063225; sinegwelas:0.058387; adunay:0.056056
bertopic_tri,50,False,50_kanta_song_singing_gitara,37,"kanta, song, singing, gitara, sing, pagkanta, awit, guitar, kumakanta, oboe",kanta:0.151259; song:0.103579; singing:0.089789; gitara:0.085804; sing:0.069053; pagkanta:0.067994; awit:0.064353; guitar:0.048715; kumakanta:0.048715; oboe:0.045453
bertopic_tri,51,False,51_happy_masaya_malipayon_canada,36,"happy, masaya, malipayon, canada, saya, barsoom, pangangaluluwa, marie, lipay, zamenhof",happy:0.210616; masaya:0.151579; malipayon:0.133514; canada:0.075149; saya:0.071509; barsoom:0.057635; pangangaluluwa:0.055417; marie:0.048266; lipay:0.043321; zamenhof:0.043321
bertopic_tri,52,False,52_smoke_smoking_sigarilyo_paninigarilyo,36,"smoke, smoking, sigarilyo, paninigarilyo, manigarilyo, panigarilyo, naninigarilyo, pagpanigarilyo, cigarette, smith",smoke:0.140762; smoking:0.129048; sigarilyo:0.113961; paninigarilyo:0.106055; manigarilyo:0.1036; panigarilyo:0.087; naninigarilyo:0.080557; pagpanigarilyo:0.073969; cigarette:0.053959; smith:0.04295
bertopic_tri,53,False,53_car_kotse_sakyanan_awto,35,"car, kotse, sakyanan, awto, kotseng, sasakyan, bai, cars, manika, bagong",car:0.211193; kotse:0.188714; sakyanan:0.166952; awto:0.121979; kotseng:0.045038; sasakyan:0.037305; bai:0.034467; cars:0.028601; manika:0.026461; bagong:0.024485
bertopic_tri,54,False,54_stupid_buang_crazy_tanga,35,"stupid, buang, crazy, tanga, baliw, aburido, bobo, arrogant, danghag, suzan",stupid:0.144051; buang:0.08643; crazy:0.076477; tanga:0.075883; baliw:0.073855; aburido:0.073855; bobo:0.073291; arrogant:0.069814; danghag:0.058338; suzan:0.058338
bertopic_tri,55,False,55_sit_umupo_likod_mulingkod,35,"sit, umupo, likod, mulingkod, luyo, magpahinga, molingkod, back, lingkod, rest",sit:0.247789; umupo:0.21087; likod:0.120379; mulingkod:0.117185; luyo:0.104161; magpahinga:0.094405; molingkod:0.090473; back:0.083945; lingkod:0.072379; rest:0.071357
bertopic_tri,56,False,56_help_tulungan_tabangi_tulong,35,"help, tulungan, tabangi, tulong, tabang, tabangan, mutabang, tumulong, tutulungan, bring",help:0.259987; tulungan:0.156226; tabangi:0.138317; tulong:0.119356; tabang:0.094693; tabangan:0.094693; mutabang:0.073185; tumulong:0.063129; tutulungan:0.056702; bring:0.052906
bertopic_tri,57,False,57_doktor_ospital_nars_hospital,34,"doktor, ospital, nars, hospital, sari, doctor, pasyente, manggagamot, nurse, doctors",doktor:0.177631; ospital:0.126322; nars:0.107358; hospital:0.087687; sari:0.074676; doctor:0.070568; pasyente:0.069486; manggagamot:0.069486; nurse:0.064286; doctors:0.058357
bertopic_tri,58,False,58_lumilipad_kastilyo_galupad_fly,33,"lumilipad, kastilyo, galupad, fly, loro, kalapati, uwak, castle, daghan, pigeons",lumilipad:0.10878; kastilyo:0.107077; galupad:0.106137; fly:0.103429; loro:0.102794; kalapati:0.09765; uwak:0.093462; castle:0.077691; daghan:0.074885; pigeons:0.071323
bertopic_tri,59,False,59_change_nagbago_fix_magbag,32,"change, nagbago, fix, magbag, changed, magbago, magbabago, papalitan, sukli, ayusin",change:0.251584; nagbago:0.133995; fix:0.130201; magbag:0.094979; changed:0.093339; magbago:0.090473; magbabago:0.075601; papalitan:0.075601; sukli:0.075601; ayusin:0.071234
bertopic_tri,60,False,60_kape_coffee_drink_francis,32,"kape, coffee, drink, francis, tasa, uminom, cup, umiinom, nagkakape, barako",kape:0.348264; coffee:0.256754; drink:0.069887; francis:0.053688; tasa:0.0518; uminom:0.04335; cup:0.041901; umiinom:0.041597; nagkakape:0.038713; barako:0.038713
bertopic_tri,61,False,61_pasaylo_forgive_tawad_humingi,32,"pasaylo, forgive, tawad, humingi, apologize, pasayloa, patawarin, sorry, mangayo, nangayo",pasaylo:0.221835; forgive:0.180378; tawad:0.180378; humingi:0.162986; apologize:0.152704; pasayloa:0.108227; patawarin:0.106567; sorry:0.102153; mangayo:0.087954; nangayo:0.078874
bertopic_tri,62,False,62_unidos_didtoa_estados_roon,32,"unidos, didtoa, estados, roon, pumunta, go, doon, poland, states, united",unidos:0.07725; didtoa:0.07463; estados:0.065724; roon:0.063107; pumunta:0.060354; go:0.054916; doon:0.053383; poland:0.049998; states:0.046257; united:0.046257
bertopic_tri,63,False,63_nakita_saw_see_nakikita,32,"nakita, saw, see, nakikita, nakitan, channel, jody, multo, anino, discovery",nakita:0.143012; saw:0.100381; see:0.093001; nakikita:0.091102; nakitan:0.090716; channel:0.075217; jody:0.075217; multo:0.070872; anino:0.068184; discovery:0.067511
bertopic_tri,64,False,64_habol_dyaket_blanket_kumot,31,"habol, dyaket, blanket, kumot, berde, kolor, green, jacket, kurtina, lunhaw",habol:0.150659; dyaket:0.149026; blanket:0.139091; kumot:0.136514; berde:0.111039; kolor:0.106739; green:0.097581; jacket:0.093971; kurtina:0.081059; lunhaw:0.070271
bertopic_tri,65,False,65_nanalo_nadaog_swerte_won,30,"nanalo, nadaog, swerte, won, lucky, daog, win, winner, ronaldo, panalo",nanalo:0.293255; nadaog:0.185227; swerte:0.169439; won:0.13928; lucky:0.137201; daog:0.120102; win:0.102459; winner:0.095599; ronaldo:0.095599; panalo:0.068933
bertopic_tri,66,False,66_mali_wrong_sayop_opinyon,30,"mali, wrong, sayop, opinyon, maling, opinion, dahom, nasayop, naisulat, date",mali:0.300902; wrong:0.25692; sayop:0.084835; opinyon:0.078181; maling:0.07011; opinion:0.07011; dahom:0.059666; nasayop:0.059666; naisulat:0.045661; date:0.045661
bertopic_tri,67,False,67_remember_nahinumdoman_naaalala_forgot,30,"remember, nahinumdoman, naaalala, forgot, nakalimutan, natatandaan, remembers, payong, nakalimot, hinumdom",remember:0.221065; nahinumdoman:0.16445; naaalala:0.145614; forgot:0.131827; nakalimutan:0.100587; natatandaan:0.097076; remembers:0.087679; payong:0.084597; nakalimot:0.081059; hinumdom:0.063223
bertopic_tri,68,False,68_wash_hugasi_maghugas_labhan,30,"wash, hugasi, maghugas, labhan, hands, tuwalya, kamay, pakihugas, towel, hugas",wash:0.16064; hugasi:0.080503; maghugas:0.080503; labhan:0.069924; hands:0.06618; tuwalya:0.058725; kamay:0.054325; pakihugas:0.046744; towel:0.046744; hugas:0.046744
bertopic_tri,69,False,69_salamin_glass_gilid_baso,30,"salamin, glass, gilid, baso, rim, kilid, kolor, biluhabang, oblong, pula",salamin:0.210797; glass:0.163157; gilid:0.149019; baso:0.142392; rim:0.140248; kilid:0.119919; kolor:0.081558; biluhabang:0.073915; oblong:0.073915; pula:0.071962
bertopic_tri,70,False,70_oras_time_makina_machine,30,"oras, time, makina, machine, unsang, clock, pavel, orasa, arrive, wasting",oras:0.181912; time:0.131634; makina:0.073726; machine:0.060295; unsang:0.055122; clock:0.054259; pavel:0.052175; orasa:0.04194; arrive:0.039632; wasting:0.037622
bertopic_tri,71,False,71_flower_bulaklak_bulak_maliit,29,"flower, bulaklak, bulak, maliit, small, gamay, rosas, teodoro, malaki, rose",flower:0.241857; bulaklak:0.196884; bulak:0.196884; maliit:0.096007; small:0.094504; gamay:0.07128; rosas:0.059433; teodoro:0.05311; malaki:0.050474; rose:0.045734
bertopic_tri,72,False,72_love_gihigugma_paghigugma_ibig,29,"love, gihigugma, paghigugma, ibig, mahal, pagmamahal, gugma, higugmaon, magbabalak, nagmamahal",love:0.221909; gihigugma:0.117283; paghigugma:0.105474; ibig:0.105134; mahal:0.100519; pagmamahal:0.068325; gugma:0.065887; higugmaon:0.056072; magbabalak:0.053412; nagmamahal:0.04291
bertopic_tri,73,False,73_ibon_bird_langgam_langaw,29,"ibon, bird, langgam, langaw, bubuyog, alibangbang, hawla, butterfly, paruparo, cage",ibon:0.157672; bird:0.150928; langgam:0.146482; langaw:0.08569; bubuyog:0.076497; alibangbang:0.066963; hawla:0.061198; butterfly:0.053301; paruparo:0.053301; cage:0.04784
bertopic_tri,74,False,74_war_sundalo_digmaan_giyera,28,"war, sundalo, digmaan, giyera, gera, armas, soldiers, digmaang, paghihintay, allied",war:0.140355; sundalo:0.133358; digmaan:0.08913; giyera:0.086748; gera:0.071124; armas:0.068849; soldiers:0.064064; digmaang:0.042826; paghihintay:0.042826; allied:0.042826
bertopic_tri,75,False,75_isda_fish_hilaw_nakadakop,28,"isda, fish, hilaw, nakadakop, inihaw, bagoong, caught, balyena, grilled, dagat",isda:0.257857; fish:0.168535; hilaw:0.088943; nakadakop:0.051142; inihaw:0.051142; bagoong:0.048716; caught:0.048029; balyena:0.040708; grilled:0.038357; dagat:0.037091
bertopic_tri,76,False,76_birthday_kaarawan_natawhan_adlawng,28,"birthday, kaarawan, natawhan, adlawng, adlaw, blog, agosto, maligayang, regalo, muriel",birthday:0.216894; kaarawan:0.208165; natawhan:0.165102; adlawng:0.095738; adlaw:0.063254; blog:0.044101; agosto:0.04255; maligayang:0.039977; regalo:0.039977; muriel:0.039582
bertopic_tri,77,False,77_cold_esno_niyebe_katugnaw,27,"cold, esno, niyebe, katugnaw, lamig, snowing, snow, nagniyeniyebe, fever, sip",cold:0.145917; esno:0.109526; niyebe:0.099017; katugnaw:0.079896; lamig:0.079896; snowing:0.079896; snow:0.06816; nagniyeniyebe:0.063596; fever:0.063596; sip:0.059922
bertopic_tri,78,False,78_door_pinto_pultahan_open,27,"door, pinto, pultahan, open, purtahan, close, abri, sarado, sirado, abli",door:0.187371; pinto:0.187371; pultahan:0.154613; open:0.109222; purtahan:0.072974; close:0.070468; abri:0.057456; sarado:0.057456; sirado:0.054731; abli:0.049016
bertopic_tri,79,False,79_nagsinungaling_lied_nanikas_cheated,27,"nagsinungaling, lied, nanikas, cheated, nagsisinungaling, namakak, sinungaling, bakakon, nagapangatik, lying",nagsinungaling:0.24947; lied:0.233628; nanikas:0.141029; cheated:0.128886; nagsisinungaling:0.120312; namakak:0.116814; sinungaling:0.112256; bakakon:0.112256; nagapangatik:0.112256; lying:0.10831
bertopic_tri,80,False,80_mansanas_prutas_apple_apples,27,"mansanas, prutas, apple, apples, fruit, aslom, sour, kilo, asim, bush",mansanas:0.274106; prutas:0.169428; apple:0.108257; apples:0.106829; fruit:0.094526; aslom:0.050956; sour:0.048539; kilo:0.046568; asim:0.038995; bush:0.033971
bertopic_tri,81,False,81_born_ipinanganak_muslim_gipanganak,27,"born, ipinanganak, muslim, gipanganak, pinanganak, natawo, kaniadtong, hapon, israel, oktubre",born:0.255656; ipinanganak:0.186559; muslim:0.109058; gipanganak:0.101802; pinanganak:0.094726; natawo:0.090881; kaniadtong:0.064134; hapon:0.063741; israel:0.063324; oktubre:0.063324
bertopic_tri,82,False,82_beach_dalampasigan_buhangin_balas,26,"beach, dalampasigan, buhangin, balas, sand, dagat, baybay, aplaya, jerry, baybayon",beach:0.188546; dalampasigan:0.143602; buhangin:0.139248; balas:0.136889; sand:0.136889; dagat:0.112914; baybay:0.112791; aplaya:0.094133; jerry:0.0829; baybayon:0.069084
bertopic_tri,83,False,83_baho_smell_disgusting_okonomiyaki,26,"baho, smell, disgusting, okonomiyaki, stink, ilong, kuto, mabaho, kaluod, stinks",baho:0.211492; smell:0.145614; disgusting:0.110153; okonomiyaki:0.087679; stink:0.087679; ilong:0.081059; kuto:0.063223; mabaho:0.063223; kaluod:0.063223; stinks:0.063223
