label,language,source,text
food,tl,wikipedia_tl,"ang pagtitinggal at pag-iimbak ng mga pagkain o preserbasyon ng mga pagkain ay isang proseso ng paghahanda at pangangalaga ng mga pagkain sa isang paraan na mapapanatili ang halaga ng mga ito bilang pagkain. pangunahing dahilan nito ang layunin na mapigilan o lubos na mapigilan ang pagkasira o pagkapanis ng mga pagkain. nakatutulong ito para maiwasan ang mga karamdamang makukuha mula sa mga sira nang pagkain. ilan sa mga halimbawa ng prosesong ito ang paglalagay ng asin, pagpapalamig, pagluluto, o pagdedelata sa mga pagkain. may ilang mga metodo na gumagamit din ng mga may-kainamang mga bakterya katulad ng fungus at pampaalsa upang madagdagan ang katangian ng pagkain, at para rin mapanatili ang pagkain katulad ng ginagawa para sa mga alak at keso. habang pinapanatili o nakalilikha ng halagang nutrisyonal, mahalaga rin ang tekstura at lasa sa pagtitinggal ng pagkain. alinsunod ang mga ito sa mga gawi at kalinangang nakagisnan ng mga tao, kaya't magkakaiba ang pagtanggap ng tao kung ano ang tama sa isang kultura. naaayon sa isang kalinangan kung ano ba ang pagkaing makakain at ang hindi makakain. bilang isang sining pantahanan bago sumapit ang konsepto ng industriyalisasyon,"
food,tl,wikipedia_tl,"ang dahon ng saging ay dahon ng halamang saging, na namumunga ng hanggang 40 dahon sa isang siklo ng paglaki. magagamit ang mga dahon sa mararaming paraan dahil sila ay malalaki, nababaluktot, di-tinatagos ng tubig at dekoratibo. ginagamit ang mga ito sa pagluluto, pagbabalot, at paghahain ng pagkain sa maraming iba't ibang lutuin sa mga tropikal at subtropikal na lugar. ginagamit ang mga ito bilang dekorasyon at para sa mga simbolikong layunin sa mga mararaming seremonya ng hinduismo at budismo. sa tradisyonal na pagtatayo ng bahay sa mga tropikal na lugar, ang mga atip at bakod ay pang-atip na gawa sa tuyong dahon ng saging. sa kasaysayan, pinagsulatan ang mga dahon ng saging at palma sa maraming bansa sa timog at timog-silangang asya. paggamit sa lutuin ang mga dahon ng saging ay malalaki, nababaluktot, at hindi tinatagos ng tubig. nakakadagdag ito ng amoy sa pagkain na niluluto sa loob nito o inihahain sa ibabaw nito. kapag nagpapasingaw naman na may dahon ng saging, nadaragdagan ang pagkain ng banayad na matamis na lasa at bango. hindi kinakain mismo ang dahon at itinatapon kapag nakain na ang pagkain sa loob nito. bukod sa pagdaragdag ng lasa, napapanatili ng dahon ang katas"
food,tl,wikipedia_tl,"ang buwan ng multo (), na kilala rin bilang pista ng nagugutom na multo, zhongyuan jie (中元節), gui jie (鬼節) o pistang yulan (tsinong tradisyonal: 盂蘭盆節; tsinong pinayak: 盂兰盆节; pinyin: yúlánpénjié; jyutping ng kantones: jyu4 laan4 pun4 zit3) ay isang tradisyonal na budistang at taoistang pista na ginaganap sa ilang mga bansa sa silangang asya. ayon sa kalendaryong tsino (isang kalendaryong lunisolar), ang buwan ng multo ay nasa ika-15 gabi ng ikapitong buwan (ika-14 sa mga bahagi ng timog tsina).:4,6 sa kulturang tsino, tinatawag na araw ng multo ang ikalabinlimang araw ng ikapitong buwan sa kalendaryong lunar at itinuturing naman na buwan ng multo () ang ikapitong buwan, kung saan lumalabas ang mga multo at espiritu, kabilang ang mga namatay na ninuno mula sa mas mundong ilalim. ang pagkakaiba-iba mula sa pistang qingming (o araw ng pagwawalis ng libingan, sa tagsibol) at pistang dobleng ikasiyam (sa taglagas) kung saan sumasamba ang mga nabubuhay na inapo sa kanilang mga namatay na ninuno, sa panahon ng pista ng multo, pinaniniwalaang bumibisita sa buhay ang mga namatay. sa ikalabinglimang araw nagbubukas ang mga larangan ng langit at impiyerno at ang lupain ng buhay at magsasagawa"
food,tl,wikipedia_tl,"ang keso (mula sa kastilang: queso) ay pagkaing gawa mula sa kinultang gatas ng baka, kalabaw, kambing, tupa at iba pang mamalya. ang pagkukulta ay mula sa paghahalo ng kuwaho (rennet) o kahalili nito at pagpapaasim ng gatas. ang bakterya ang nagpapaasim sa gatas at nagbibigay ng lasa at anyo sa karamihan ng keso. may ilang keso ang sadyang binabalutan o pinalolooban ng piniling amag (molds). maraming uri ang keso. ang iba’t ibang uri at lasa ng keso ay bunga ng paggamit ng iba’t-ibang bakterya at amag, iba’t-ibang dami ng taba ng gatas (milk fat), haba ng pag-iimbak nito, iba’t-ibang proseso tulad ng cheddaring (o pagtsetsedar), pagbatak, pag-aasin, paghuhugas sa amag at iba’t-ibang kasta ng baka, tupa at iba pang nagagatasang hayop. ang kinakain ng hayop at pagdaragdag ng pampalasa tulad ng mga yerba, mga panlasa (spices), o usok ng kahoy ang iba pang nagdudulot ng kakaibang lasa o anyo sa keso. kahit dumaan o hindi ang keso sa pasteurisasyon nagdudulot din ng kakaibang lasa ito. sa ilang klase ng keso, kinukulta ang gatas sa pagdaragdag ng pampaasim tulad ng suka o katas ng kalamansi o limon. karamihan ng keso ay pinaaasiman ng bakterya para atakihin ang asukal ng gatas upang"
food,tl,wikipedia_tl,"ang pagluluto ay ang gawa ng paghahanda ng pagkain para kainin. pinapaligiran ito malawak na sakop ng mga paraan, kagamitan, at pagkakasama-sama ng mga sangkap upang mapabuti ang lasa at/o ang madaling pagtunaw ng pagkain sa tiyan. sa pangkalahatan, kailangan nito ang pagpili, pasukat at pagsama-sama ng mga sangkap sa isang maayos na paraan sa pagsisikap na makamit ang ninanais na resulta. kabilang sa pagpipigil ng pagkatagumpay ang pagkakaiba-iba ng sangkap, kalagayan ng kapaligiran, kagamitan at ang kasanayan ng taong nagluluto. sinsangkot ng madalas ng pagluluto, bagaman hindi palagi. may mga katibayan sa arkeolohiya ng mga nilutong pagkain (parehong karne at gulay) sa mga tirahan ng mga tao mula pa noong sa pinakamaagang kilala ng paggamit ng apoy. mga bisa ng pagluluto kung ginamit ang pagiinit, maaari na mamatay ang mga mikrobyo (depende sa temperatura, ang oras ng pagluluto, at ang paraan na ginamit) at palambutin ang pagkain. mapanganib ang temperaturang 4 hanggang 60 °c (45 hanggang 140 °f) na napapanis ang karamihan sa mga pagkain dahil sa nabubuhay ang bakterya at kailangang maiwasan para sa kaligtasan ng mga produkto ng karne, manukan, at gatasan. di namamatay ang mga"
food,tl,wikipedia_tl,"ang tinapa o tapa ay isang isdang pinausukan at kinakain. tinatawag na pagtatapa ang pamamaraan sa paggawa ng tapang isda, kung saan naglalagay din ng mga pampalasa. isang uri ito ng pagluluto o pag-iimbak para mapanatili ang kasariwaan ng isda habang hindi pa kinakain. idinadarang ang mga isda sa mga usok na nagmumula sa mga nasusunog na mga kahoy o ibang bahagi ng halaman. pangkaraniwang tinatapa ang mga isda at karne, bagaman maaari ding pausukan ang mga keso, gulay, at mga sahog ng mga inumin tulad ng whisky, rauchbier, at tsaang lapsang souchong. sa europa, karaniwang ginagamit ang kahoy mula sa mga puno ng alder, robles, at haya. sa hilagang amerika, madalas namang gamitin ang mga kahoy mula sa mga puno ng hickory, mesquite, oak, pecan, alder, maple, mansanas, ratiles at sirwelas. sa halip na mga kahoy, maaari ring gamitin ang ibang mga pamapausok, katulad ng bigas, asukal at tsaa na pinapainitan sa may ilalim ng lutuan. sa ilang mga bahagi ng hilagang amerika, pinauusukan din ang mga hamon at tosino na ginagamitan ng mga busal ng mais. sinusunog din ang mga pinatuyong lumot na ginagamit sa paggawa ng kinultang serbesa at whisky. sa kasaysayan ng kanluran, may mga gusaling"
food,tl,wikipedia_tl,"ang kroketa ay karaniwang isang makapal na béchamel o kayumanggi sarsa, niligis na patatas, at harina. ang putaheng ito ay maaaring ihalo sa isang pagpuno o maaaring pinalamanan dito; ang timpla na ito ay tinatawag na isang salpicon. kasama sa mga karaniwang pagpuno ang pinong tinadtad na karne, pagkaing-dagat, keso, bigas, pasta, o iba`t ibang mga gulay pati na rin mga panimpla tulad ng pampalasa, halaman, at kabute. ang mga matamis na kroketa ay maaaring gumamit ng isang especial na crema at puno ng prutas. ang kroketa ay maaari ring mabuo sa iba pang mga hugis: disco, óvalos at bola. etimolohiya ang salitang croquette ay pranses, nagmula sa croquer. noong ika-18 siglo, ito ay kadalasang binabaybay ng croquet. pinagmulan ang putaheng pinagluluto noong ika 17 na sigo ang kroketa (croquetas) ni françois massialot ay nagbubuklod sa isang paglalagay ng karne, drupas, tuétano, pan rallado, at keso na may itlog, pagkatapos ay mga tinapay at pinirito sa mantika. maaari silang kasing laki ng isang itlog o isang nuwes, at maaaring ihain bilang isang hors-d'œuvre o bilang isang palamuti. nabanggit ang mga ito sa isang diksyunaryo ng 1706 ingles. ang isang resipe sa ika-18 siglo ay"
food,tl,wikipedia_tl,"ang kultura ng malaysia ay hango sa iba't ibang kultura ng iba't ibang mga tao ng malaysia. ang mga unang tao na nakatira sa lugar ay mga katutubong tribo na nananatili pa rin, sinundan ito ng mga malay (sumatran katutubong tribo), na lumipat mula sa mainland asya noong unang panahon. kalinangang indonesia, tsino, at indiano ang impluwensyang pangkultura ang kanilang marka noong nagsimula ang kalakalan sa mga bansang iyon, at nadagdagan pa ng paglipat nila malaysia. ang iba pang mga kultura na labis na naimpluwensyahan ang malaysia ay kinabibilangan ng persiano, arabe, at british. ang maraming magkakaibang lahi na kasalukuyang umiiral sa malaysia ay may sariling katangian at pagkakakilanlan sa kultura, na may ilang pagsasanib o pagkakahalo. panimula ang malaysia ay binubuo ng dalawang rehiyon: peninsular malaysia at silangang malaysia. nabuo ang malaysia nang makiisa ang kalipunan ng malaya (federation of malaya) sa hilagang borneo (ngayon ay lalawigan ng sabah), sarawak, at singapore (na tumiwalag noong 1965) noong taong 1963,at pagkakaiba sa kultura sa pagitan ng peninsular at silangang malaysia ay nanatili. sa panahon ng pagbuo ng malaysia, ang kapangyarihan ng ehekutibo ay"
food,tl,wikipedia_tl,"ang kamayan, kilala rin bilang kinamot o kinamut sa mga wikang bisaya, ay ang tradisyonal na paraan sa pilipinas ng pagkakain gamit ang mga kamay. tumutukoy rin ito sa salu-salo, isang sama-samang handaan sa pilipinas kung saan inihahain ang mga pagkain sa mga dahon ng saging at kinakain nang walang kagamitan. isa pang katawagan sa kamayan ang boodle fight na ginagamit sa konteksto ng tradisyon ng militar na magsikain nang sabay-sabay. etimolohiya ang kahulugan ng ""kamayan"" at ""kinamot"" ay ""[kumakain] gamit ang kamay"", mula sa salitang ugat na kamay at na may parehong depinisyon. ang ibig sabihin ng ""salu-salo"" ay ""handaan"" o ""bangkete"", isang reduplikasyon ng salo, ""kumain ng sabay"" o ""makisalo sa pagkain"". ipinakikita ng mga reperensiya na ang salitang ""boodle"" ay balbal ng militar sa estados unidos para sa mga matatamis na kontrabando katulad ng keyk, kendi at ice cream. ang ""boodle fight"" ay parti kung saan nakahain na boodle. maaari ring nanggaling ang salita mula sa ""kit and caboodle""; ang caboodle ay hinango mula sa boodle o booty. kasaysayan pre-kolonyal ang kasanayan ng kamayan. nailarawan ito sa mga ulat ni antonio pigafetta in the ekspedisyon ni magellanes, pati na rin"
food,tl,wikipedia_tl,"ang anorexia nervosa ay isang sakit sa gawi sa pagkain (eating disorder) katulad ng bulimia nervosa. napapansin ito kung ang kumakain ng kaunti lamang ang isang kabataan na babae ang karaniwan, may pagbabago sa gawi sa pagkain o bumababa ang timbang. higit pa sa isang simpleng suliranin ang sakit na ito, isa itong malubhang karamdaman. mga sanhi mga sanhing sikolohikal kadalasang napakasakdal (perfectionist) ang mga taong mayroong mga sakit sa gawi ng pagkain tulad ng anorexia at bulimia nervosa. sila ang mga taong may mga hindi kapanipaniwalang pangarap sa kanilang sarili, sa kabila ng kanilang tagumpay sa buhay, palagi nilang naramdaman na may kulang, kumbaga ang nakita nila sa mundo ay panay itim at puti, lahat ay may mabuti o di kaya’y masama, tagumpay o di kaya’y bigo, mataba o payat. kung ang mataba ay masama ang payat ay mabuti. kumbaga, ang pinakapayat ay napakabuti sa kanila, kahit na ang pinakapayat na 68 lbs. ay nasa bingit na ng kamatayan, nakahiga sa kama ng ospital. l mga sanhing biyolohikal kadalasang nagkakaraoon ng sakit sa gawi sa pagkain ang mga taong mayroong personalidad katulad ng obsessive-compulsive and sensitive-avoidant (palagiang-nag-alala-mapilit at"
food,tl,wikipedia_tl,"ang lutuing islandiko ay may mahabang kasaysayan. ang mga mahalagang bahagi ng lutuing iceland ay tupa, isda, at produktong gatas dahil sa kalapitan nang dagat. ang mga sikat na pagkain sa iceland ay ang skyr (isang klasi na yogurt), hangikjot (o pinausukang tupa), kleinur (karaniwang araw-araw na kinakain na tinapay), laufabrauð (dahon na tinapay) at bollur (kremang tinapay).ang þorramatur ay isang tradisyonal na almusal na kinakain sa pagdiriwang taglamig na tinatawag na þorrablót. sa pagdiriwang na ito, may maraming seleksyon ng mga tradisyonal na binurong karne at isda na kinakain pagsama nang rúgbrauð (siksik na madilim at matamis na rye na tinapay) at brennivin (isang klasing icelandic na alkohol). ang karamihan nang lasa nang manga tradisyonal na pagkain ng bansang ito ay tinutukoy ng mga parnamaaraan sa pangangalaga ginagamit: pag-aatsara sa binurong whey o brine, tinutuyo at pinapausukan. ang modernong tagaluto sa iceland ay karaniwang lumalagay nang diin sa manga kalidad ng mga magagamit na mga sangkap sa halip na sa pagluluto tradisyon at mga pamamaraan sa edad ang gulang. samakatuwid, mayroong maraming karinderya sa iceland na dalubhasa sa lamang-dagat at sa taunang"
food,tl,wikipedia_tl,"ang laksa ay maanghang na pansit na sikat sa timog-silangang asya. binubuo ang laksa ng iba't ibang uri ng pansit; parang pansit malabon ang pinakakaraniwan. sinasahugan ito ng manok, hipon o isda. ibinababad ang halos lahat ng uri ng laksa sa malinamnam at maanghang na gata na tinitimplahan ng maasim na (sampalok o ). nagmula ito sa lutuing peranakan, at kaniwang inihahain ang ganitong pagkain sa indonesya, malaysia, at singapura. pinagmulan ang laksa ay isa sa mga pinakasikat na pagkain mula sa mga peranakan, na may samu't saring mga sahog at paraan ng paghanda na nag-iiba ayon sa rehiyon. dahil dito, mahirap matiyak kung saan nanggaling ang ganitong pagkain. gayunpaman, maraming resipi ng laksa ang nabuo sa mga dagat-kipot ng timog-silangang asya—kung saan ang mga daungan ng penang, medan, malacca, singapura, palembang, at batavia (jakarta sa kasalukuyan) ay naging mga pangunahing hintuhan sa makasaysayang ruta ng espesya. ang mga masinsinang ugnayan ng kalakalan sa mga daungang lungsod na ito ay nagbigay-daan sa pagpapalitan ng mga idea, at kasama ang pagbabahagi ng mga resipi. mayroong maraming teorya ukol sa pinagmulan ng laksa. ipinapalagay ng isang teorya na nanggaling ang"
food,tl,wikipedia_tl,"ang gastroenteritis ay isang medikal na kondisyon na nakikilala sa pamamagitan ng pamamaga (""-itis"") ng gastrointestinal tract (tiyan at mga bituka) na kinasasangkutan ng parehong tiyan (""gastro""-) at ng maliit na bituka (""entero""-) na nagreresulta mula sa ilang mga kombinasyon ng pagtatae, pagsusuka, sakit ng sa may tiyan at pamumulikat. ang gastroenteritis ay tinutukoy din bilang gastro, bug sa tiyan, at birus ng tiyan. bagaman walang kaugnayan sa trangkaso, tinatawag din itong trangkaso ng tiyan at trangkaso sa tiyan at bituka. sa buong mundo, karamihan ng mga kaso sa mga bata ay sanhi ng rotabirus. sa mga nasa sapat na gulang, ang norobirus at campylobacter ang mas pangkaraniwan. ang mas hindi pangkaraniwang sanhi ay kinabibilangan ng ibang bakterya (o ang kanilang mga lason) at mga parasito. ang pagsasalin ay maaaring mangyari sanhi ng pagkonsumo ng mga pagkaing hindi maayos ang paghahanda o kontaminadong tubig o sa pamamagitan ng malapit na pagkakadikit sa mga taong may arthritis ang pundasyon ng pamamahala ay ang sapat na pagbibigay ng tubig sa katawan. para sa mga hindi malubha o katamtaman na mga kaso, sa karaniwan maaari itong makamit sa pamamagitan ng solusyon na"
